Protein accession,Locus tag,FC,Description,Name,evalue,score,COG_category,Preferred_name,KEGG_ko,PFAMs,Pathway_name,Strain
QXV68156.1,HTZ92_0223,2.009107163,Flavin-binding monooxygenase-like,FAD-containing monooxygenase EthA,0,1002,P,almA,K03379,"FMO-like,NAD_binding_8,Pyr_redox_3", Microbial metabolism in diverse environments,Ab ATCC 19606
QXV68156.1,HTZ92_0223,2.009107163,Flavin-binding monooxygenase-like,FAD-containing monooxygenase EthA,0,1002,P,almA,K03379,"FMO-like,NAD_binding_8,Pyr_redox_3", Degradation of aromatic compounds,Ab ATCC 19606
QXV68177.1,HTZ92_0244,1.26983173,"Converts the preformed base xanthine, a product of nucleic acid breakdown, to xanthosine 5'-monophosphate (XMP), so it can be reused for RNA or DNA synthesis",xanthine phosphoribosyltransferase,2.54E-126,360,F,xpt,K03816,Pribosyltran,Purine metabolism,Ab ATCC 19606
QXV68177.1,HTZ92_0244,1.26983173,"Converts the preformed base xanthine, a product of nucleic acid breakdown, to xanthosine 5'-monophosphate (XMP), so it can be reused for RNA or DNA synthesis",xanthine phosphoribosyltransferase,2.54E-126,360,F,xpt,K03816,Pribosyltran, Metabolic pathways,Ab ATCC 19606
QXV68177.1,HTZ92_0244,1.26983173,"Converts the preformed base xanthine, a product of nucleic acid breakdown, to xanthosine 5'-monophosphate (XMP), so it can be reused for RNA or DNA synthesis",xanthine phosphoribosyltransferase,2.54E-126,360,F,xpt,K03816,Pribosyltran, Biosynthesis of secondary metabolites,Ab ATCC 19606
QXV68177.1,HTZ92_0244,1.26983173,"Converts the preformed base xanthine, a product of nucleic acid breakdown, to xanthosine 5'-monophosphate (XMP), so it can be reused for RNA or DNA synthesis",xanthine phosphoribosyltransferase,2.54E-126,360,F,xpt,K03816,Pribosyltran, Nucleotide metabolism,Ab ATCC 19606
QXV68271.1,HTZ92_0338,3.110665814,"HAMP (Histidine kinases, Adenylyl cyclases, Methyl binding proteins, Phosphatases) domain",kinase sensor component of a two component signal transduction system,0,1072,T,baeS,K07642,"HAMP,HATPase_c,HisKA",Two-component system,Ab ATCC 19606
QXV68272.1,HTZ92_0339,2.048681669,"Transcriptional regulatory protein, C terminal",DNA-binding response regulator,9.42E-163,455,K,baeR,"K07664,K18144","Response_reg,Trans_reg_C",Two-component system,Ab ATCC 19606
QXV68272.1,HTZ92_0339,2.048681669,"Transcriptional regulatory protein, C terminal",DNA-binding response regulator,9.42E-163,455,K,baeR,"K07664,K18144","Response_reg,Trans_reg_C", beta-Lactam resistance,Ab ATCC 19606
QXV68411.1,HTZ92_0478,1.483041311,Outer membrane efflux protein,RND family drug transporter,0,927,M,oprM,"K18139,K18323",OEP,beta-Lactam resistance,Ab ATCC 19606
QXV68411.1,HTZ92_0478,1.483041311,Outer membrane efflux protein,RND family drug transporter,0,927,M,oprM,"K18139,K18323",OEP, Quorum sensing,Ab ATCC 19606
QXV68411.1,HTZ92_0478,1.483041311,Outer membrane efflux protein,RND family drug transporter,0,927,M,oprM,"K18139,K18323",OEP, Two-component system,Ab ATCC 19606
QXV68412.1,HTZ92_0479,1.78891917,efflux pump,resistance nodulation cell division family member TbtB,0,1959,V,acrB,K18138,ACR_tran,beta-Lactam resistance,Ab ATCC 19606
QXV68412.1,HTZ92_0479,1.78891917,efflux pump,resistance nodulation cell division family member TbtB,0,1959,V,acrB,K18138,ACR_tran, Cationic antimicrobial peptide (CAMP) resistance,Ab ATCC 19606
QXV68413.1,HTZ92_0480,1.793305925,Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family,AdeA/AdeI family multidrug efflux RND transporter periplasmic adaptor subunit,1.98E-279,766,M,acrA,K03585,HlyD_D23,beta-Lactam resistance,Ab ATCC 19606
QXV68413.1,HTZ92_0480,1.793305925,Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family,AdeA/AdeI family multidrug efflux RND transporter periplasmic adaptor subunit,1.98E-279,766,M,acrA,K03585,HlyD_D23, Cationic antimicrobial peptide (CAMP) resistance,Ab ATCC 19606
QXV68414.1,HTZ92_0481,1.643803278,Acid phosphatase homologues,phosphatidylglycerophosphatase,2.73E-152,427,I,-,"K01096,K19302",PAP2,Glycerophospholipid metabolism,Ab ATCC 19606
QXV68414.1,HTZ92_0481,1.643803278,Acid phosphatase homologues,phosphatidylglycerophosphatase,2.73E-152,427,I,-,"K01096,K19302",PAP2, Metabolic pathways,Ab ATCC 19606
QXV68414.1,HTZ92_0481,1.643803278,Acid phosphatase homologues,phosphatidylglycerophosphatase,2.73E-152,427,I,-,"K01096,K19302",PAP2, Peptidoglycan biosynthesis,Ab ATCC 19606
QXV68414.1,HTZ92_0481,1.643803278,Acid phosphatase homologues,phosphatidylglycerophosphatase,2.73E-152,427,I,-,"K01096,K19302",PAP2, Teichoic acid biosynthesis,Ab ATCC 19606
QXV68480.1,HTZ92_0547,1.082765156,Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions,molecular chaperone GroEL,0,1004,O,groL,K04077,Cpn60_TCP1,RNA degradation,Ab ATCC 19606
QXV68480.1,HTZ92_0547,1.082765156,Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions,molecular chaperone GroEL,0,1004,O,groL,K04077,Cpn60_TCP1, Longevity regulating pathway - worm,Ab ATCC 19606
QXV68480.1,HTZ92_0547,1.082765156,Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions,molecular chaperone GroEL,0,1004,O,groL,K04077,Cpn60_TCP1, Type I diabetes mellitus,Ab ATCC 19606
QXV68480.1,HTZ92_0547,1.082765156,Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions,molecular chaperone GroEL,0,1004,O,groL,K04077,Cpn60_TCP1, Legionellosis,Ab ATCC 19606
QXV68480.1,HTZ92_0547,1.082765156,Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions,molecular chaperone GroEL,0,1004,O,groL,K04077,Cpn60_TCP1, Tuberculosis,Ab ATCC 19606
QXV68480.1,HTZ92_0547,1.082765156,Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions,molecular chaperone GroEL,0,1004,O,groL,K04077,Cpn60_TCP1, Lipid and atherosclerosis,Ab ATCC 19606
QXV68484.1,HTZ92_0551,2.907033111,AcrB/AcrD/AcrF family,AdeE,0,1934,U,acrB,K18138,ACR_tran,beta-Lactam resistance,Ab ATCC 19606
QXV68484.1,HTZ92_0551,2.907033111,AcrB/AcrD/AcrF family,AdeE,0,1934,U,acrB,K18138,ACR_tran, Cationic antimicrobial peptide (CAMP) resistance,Ab ATCC 19606
QXV68502.1,HTZ92_0569,1.019230636,Belongs to the prokaryotic molybdopterin-containing oxidoreductase family,"Anaerobic dehydrogenase, typically selenocysteine-containing",0,1642,C,ydeP,K00123,"Molybdopterin,Molydop_binding",Glyoxylate and dicarboxylate metabolism,Ab ATCC 19606
QXV68502.1,HTZ92_0569,1.019230636,Belongs to the prokaryotic molybdopterin-containing oxidoreductase family,"Anaerobic dehydrogenase, typically selenocysteine-containing",0,1642,C,ydeP,K00123,"Molybdopterin,Molydop_binding", Methane metabolism,Ab ATCC 19606
QXV68502.1,HTZ92_0569,1.019230636,Belongs to the prokaryotic molybdopterin-containing oxidoreductase family,"Anaerobic dehydrogenase, typically selenocysteine-containing",0,1642,C,ydeP,K00123,"Molybdopterin,Molydop_binding", Metabolic pathways,Ab ATCC 19606
QXV68502.1,HTZ92_0569,1.019230636,Belongs to the prokaryotic molybdopterin-containing oxidoreductase family,"Anaerobic dehydrogenase, typically selenocysteine-containing",0,1642,C,ydeP,K00123,"Molybdopterin,Molydop_binding", Microbial metabolism in diverse environments,Ab ATCC 19606
QXV68502.1,HTZ92_0569,1.019230636,Belongs to the prokaryotic molybdopterin-containing oxidoreductase family,"Anaerobic dehydrogenase, typically selenocysteine-containing",0,1642,C,ydeP,K00123,"Molybdopterin,Molydop_binding", Carbon metabolism,Ab ATCC 19606
QXV68533.1,HTZ92_0600,2.652333076,MacB-like periplasmic core domain,ABC transporter,3.04E-273,751,M,lolC,K09808,"FtsX,MacB_PCD",ABC transporters,Ab ATCC 19606
QXV68534.1,HTZ92_0601,2.414387721,"Part of the ABC transporter complex LolCDE involved in the translocation of lipoproteins, in an ATP-dependent manner",lipoprotein-releasing ABC transporter ATP-binding protein LolD,1.06E-159,447,V,lolD,K09810,ABC_tran,ABC transporters,Ab ATCC 19606
QXV68571.1,HTZ92_0638,1.132735708,Catalyzes the ATP-dependent conversion of 7-carboxy-7- deazaguanine (CDG) to 7-cyano-7-deazaguanine (preQ(0)),7-cyano-7-deazaguanine synthase,2.51E-160,449,F,queC,K06920,QueC,Folate biosynthesis,Ab ATCC 19606
QXV68571.1,HTZ92_0638,1.132735708,Catalyzes the ATP-dependent conversion of 7-carboxy-7- deazaguanine (CDG) to 7-cyano-7-deazaguanine (preQ(0)),7-cyano-7-deazaguanine synthase,2.51E-160,449,F,queC,K06920,QueC, Metabolic pathways,Ab ATCC 19606
QXV68586.1,HTZ92_0653,2.187299638,Belongs to the peptidase S1C family,serine protease MucD,0,870,O,mucD,K04771,"PDZ_2,Trypsin_2",Cationic antimicrobial peptide (CAMP) resistance,Ab ATCC 19606
QXV68586.1,HTZ92_0653,2.187299638,Belongs to the peptidase S1C family,serine protease MucD,0,870,O,mucD,K04771,"PDZ_2,Trypsin_2", Two-component system,Ab ATCC 19606
QXV68629.1,HTZ92_0696,1.225883593,Pyridine nucleotide-disulphide oxidoreductase,NADH dehydrogenase,0,845,C,ndh,K03885,Pyr_redox_2,Oxidative phosphorylation,Ab ATCC 19606
QXV68629.1,HTZ92_0696,1.225883593,Pyridine nucleotide-disulphide oxidoreductase,NADH dehydrogenase,0,845,C,ndh,K03885,Pyr_redox_2, Metabolic pathways,Ab ATCC 19606
QXV68659.1,HTZ92_0726,1.026418197,Pyridoxal-dependent decarboxylase conserved domain,"2,4-diaminobutyrate decarboxylase",0,1009,E,ddc,K13745,Pyridoxal_deC,"Glycine, serine and threonine metabolism",Ab ATCC 19606
QXV68659.1,HTZ92_0726,1.026418197,Pyridoxal-dependent decarboxylase conserved domain,"2,4-diaminobutyrate decarboxylase",0,1009,E,ddc,K13745,Pyridoxal_deC, Metabolic pathways,Ab ATCC 19606
QXV68659.1,HTZ92_0726,1.026418197,Pyridoxal-dependent decarboxylase conserved domain,"2,4-diaminobutyrate decarboxylase",0,1009,E,ddc,K13745,Pyridoxal_deC, Microbial metabolism in diverse environments,Ab ATCC 19606
QXV68725.1,HTZ92_0792,1.044270293,Beta-lactamase,class C beta-lactamase,1.76E-279,763,V,ampC,"K01467,K19100,K19101,K19215,K20319,K20320",Beta-lactamase,beta-Lactam resistance,Ab ATCC 19606
QXV68725.1,HTZ92_0792,1.044270293,Beta-lactamase,class C beta-lactamase,1.76E-279,763,V,ampC,"K01467,K19100,K19101,K19215,K20319,K20320",Beta-lactamase, Two-component system,Ab ATCC 19606
QXV68755.1,HTZ92_0822,1.788273846,Domain of unknown function (DUF1974),acyl-CoA dehydrogenase,0,1621,I,fadE,"K00249,K06445","Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N,DUF1974",Fatty acid degradation,Ab ATCC 19606
QXV68755.1,HTZ92_0822,1.788273846,Domain of unknown function (DUF1974),acyl-CoA dehydrogenase,0,1621,I,fadE,"K00249,K06445","Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N,DUF1974"," Valine, leucine and isoleucine degradation",Ab ATCC 19606
QXV68755.1,HTZ92_0822,1.788273846,Domain of unknown function (DUF1974),acyl-CoA dehydrogenase,0,1621,I,fadE,"K00249,K06445","Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N,DUF1974", Metabolic pathways,Ab ATCC 19606
QXV68755.1,HTZ92_0822,1.788273846,Domain of unknown function (DUF1974),acyl-CoA dehydrogenase,0,1621,I,fadE,"K00249,K06445","Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N,DUF1974", Biosynthesis of secondary metabolites,Ab ATCC 19606
QXV68755.1,HTZ92_0822,1.788273846,Domain of unknown function (DUF1974),acyl-CoA dehydrogenase,0,1621,I,fadE,"K00249,K06445","Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N,DUF1974", Fatty acid metabolism,Ab ATCC 19606
QXV68755.1,HTZ92_0822,1.788273846,Domain of unknown function (DUF1974),acyl-CoA dehydrogenase,0,1621,I,fadE,"K00249,K06445","Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N,DUF1974", PPAR signaling pathway,Ab ATCC 19606
QXV68755.1,HTZ92_0822,1.788273846,Domain of unknown function (DUF1974),acyl-CoA dehydrogenase,0,1621,I,fadE,"K00249,K06445","Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N,DUF1974", Alcoholic liver disease,Ab ATCC 19606
QXV68901.1,HTZ92_0968,1.096317866,Glycerol-3-phosphate dehydrogenase,glycerol-3-phosphate dehydrogenase (NAD(P)(+)),1.09E-253,696,I,gpsA,K00057,"NAD_Gly3P_dh_C,NAD_Gly3P_dh_N",Glycerophospholipid metabolism,Ab ATCC 19606
QXV68901.1,HTZ92_0968,1.096317866,Glycerol-3-phosphate dehydrogenase,glycerol-3-phosphate dehydrogenase (NAD(P)(+)),1.09E-253,696,I,gpsA,K00057,"NAD_Gly3P_dh_C,NAD_Gly3P_dh_N", Biosynthesis of secondary metabolites,Ab ATCC 19606
QXV69010.1,HTZ92_1077,3.420608693,"Exports the biofilm adhesin polysaccharide poly-beta- 1,6-N-acetyl-D-glucosamine (PGA) across the outer membrane. The PGA transported seems to be partially N-deacetylated since N- deacetylation of PGA by PgaB is needed for PGA export through the PgaA porin","poly-beta-1,6 N-acetyl-D-glucosamine export porin PgaA",0,1606,S,pgaA,K11935,"TPR_16,TPR_19",Biofilm formation - Escherichia coli,Ab ATCC 19606
QXV69011.1,HTZ92_1078,3.248717537,Hypothetical glycosyl hydrolase family 13,"poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase PgaB",0,1187,G,pgaB,"K11931,K21478","GHL13,Polysacc_deac_1",Biofilm formation - Escherichia coli,Ab ATCC 19606
QXV69012.1,HTZ92_1079,3.307886849,Glycosyl transferase family 21,"poly-beta-1,6 N-acetyl-D-glucosamine synthase",0,842,M,pgaC,K11936,Glyco_tranf_2_3,Exopolysaccharide biosynthesis,Ab ATCC 19606
QXV69012.1,HTZ92_1079,3.307886849,Glycosyl transferase family 21,"poly-beta-1,6 N-acetyl-D-glucosamine synthase",0,842,M,pgaC,K11936,Glyco_tranf_2_3, Biofilm formation - Escherichia coli,Ab ATCC 19606
QXV69013.1,HTZ92_1080,2.396191399,PgaD-like protein,"poly-beta-1,6-N-acetyl-D-glucosamine biosynthesis protein PgaD",5.92E-107,308,S,-,K11937,PgaD,Exopolysaccharide biosynthesis,Ab ATCC 19606
QXV69013.1,HTZ92_1080,2.396191399,PgaD-like protein,"poly-beta-1,6-N-acetyl-D-glucosamine biosynthesis protein PgaD",5.92E-107,308,S,-,K11937,PgaD, Biofilm formation - Escherichia coli,Ab ATCC 19606
QXV69026.1,HTZ92_1095,1.403963974,COG0476 Dinucleotide-utilizing enzymes involved in molybdopterin and thiamine biosynthesis family 2,molybdopterin biosynthesis protein,1.57E-185,515,H,moeB,"K03148,K21029",ThiF,Thiamine metabolism,Ab ATCC 19606
QXV69026.1,HTZ92_1095,1.403963974,COG0476 Dinucleotide-utilizing enzymes involved in molybdopterin and thiamine biosynthesis family 2,molybdopterin biosynthesis protein,1.57E-185,515,H,moeB,"K03148,K21029",ThiF, Metabolic pathways,Ab ATCC 19606
QXV69026.1,HTZ92_1095,1.403963974,COG0476 Dinucleotide-utilizing enzymes involved in molybdopterin and thiamine biosynthesis family 2,molybdopterin biosynthesis protein,1.57E-185,515,H,moeB,"K03148,K21029",ThiF, Biosynthesis of cofactors,Ab ATCC 19606
QXV69026.1,HTZ92_1095,1.403963974,COG0476 Dinucleotide-utilizing enzymes involved in molybdopterin and thiamine biosynthesis family 2,molybdopterin biosynthesis protein,1.57E-185,515,H,moeB,"K03148,K21029",ThiF, Sulfur relay system,Ab ATCC 19606
QXV69061.1,HTZ92_1130,1.057976478,nitroreductase,NAD(P)H-dependent oxidoreductase,4.17E-156,437,C,nfnB,K10679,Nitroreductase,Nitrotoluene degradation,Ab ATCC 19606
QXV69061.1,HTZ92_1130,1.057976478,nitroreductase,NAD(P)H-dependent oxidoreductase,4.17E-156,437,C,nfnB,K10679,Nitroreductase, Microbial metabolism in diverse environments,Ab ATCC 19606
QXV69113.1,HTZ92_1182,1.187797012,Transaldolase is important for the balance of metabolites in the pentose-phosphate pathway,transaldolase,2.13E-230,635,H,tal,K00616,TAL_FSA,Pentose phosphate pathway,Ab ATCC 19606
QXV69113.1,HTZ92_1182,1.187797012,Transaldolase is important for the balance of metabolites in the pentose-phosphate pathway,transaldolase,2.13E-230,635,H,tal,K00616,TAL_FSA, Carbon fixation by Calvin cycle,Ab ATCC 19606
QXV69113.1,HTZ92_1182,1.187797012,Transaldolase is important for the balance of metabolites in the pentose-phosphate pathway,transaldolase,2.13E-230,635,H,tal,K00616,TAL_FSA, Metabolic pathways,Ab ATCC 19606
QXV69113.1,HTZ92_1182,1.187797012,Transaldolase is important for the balance of metabolites in the pentose-phosphate pathway,transaldolase,2.13E-230,635,H,tal,K00616,TAL_FSA, Biosynthesis of secondary metabolites,Ab ATCC 19606
QXV69113.1,HTZ92_1182,1.187797012,Transaldolase is important for the balance of metabolites in the pentose-phosphate pathway,transaldolase,2.13E-230,635,H,tal,K00616,TAL_FSA, Microbial metabolism in diverse environments,Ab ATCC 19606
QXV69113.1,HTZ92_1182,1.187797012,Transaldolase is important for the balance of metabolites in the pentose-phosphate pathway,transaldolase,2.13E-230,635,H,tal,K00616,TAL_FSA, Carbon metabolism,Ab ATCC 19606
QXV69113.1,HTZ92_1182,1.187797012,Transaldolase is important for the balance of metabolites in the pentose-phosphate pathway,transaldolase,2.13E-230,635,H,tal,K00616,TAL_FSA, Biosynthesis of amino acids,Ab ATCC 19606
QXV69116.1,HTZ92_1185,2.272104706,Belongs to the thiolase family,acetyl-CoA acetyltransferase,0,944,I,fadI,K00626,"Thiolase_C,Thiolase_N",Fatty acid degradation,Ab ATCC 19606
QXV69116.1,HTZ92_1185,2.272104706,Belongs to the thiolase family,acetyl-CoA acetyltransferase,0,944,I,fadI,K00626,"Thiolase_C,Thiolase_N"," Valine, leucine and isoleucine degradation",Ab ATCC 19606
QXV69116.1,HTZ92_1185,2.272104706,Belongs to the thiolase family,acetyl-CoA acetyltransferase,0,944,I,fadI,K00626,"Thiolase_C,Thiolase_N", Lysine degradation,Ab ATCC 19606
QXV69116.1,HTZ92_1185,2.272104706,Belongs to the thiolase family,acetyl-CoA acetyltransferase,0,944,I,fadI,K00626,"Thiolase_C,Thiolase_N", Benzoate degradation,Ab ATCC 19606
QXV69116.1,HTZ92_1185,2.272104706,Belongs to the thiolase family,acetyl-CoA acetyltransferase,0,944,I,fadI,K00626,"Thiolase_C,Thiolase_N", Tryptophan metabolism,Ab ATCC 19606
QXV69116.1,HTZ92_1185,2.272104706,Belongs to the thiolase family,acetyl-CoA acetyltransferase,0,944,I,fadI,K00626,"Thiolase_C,Thiolase_N", Pyruvate metabolism,Ab ATCC 19606
QXV69116.1,HTZ92_1185,2.272104706,Belongs to the thiolase family,acetyl-CoA acetyltransferase,0,944,I,fadI,K00626,"Thiolase_C,Thiolase_N", Glyoxylate and dicarboxylate metabolism,Ab ATCC 19606
QXV69116.1,HTZ92_1185,2.272104706,Belongs to the thiolase family,acetyl-CoA acetyltransferase,0,944,I,fadI,K00626,"Thiolase_C,Thiolase_N", Butanoate metabolism,Ab ATCC 19606
QXV69116.1,HTZ92_1185,2.272104706,Belongs to the thiolase family,acetyl-CoA acetyltransferase,0,944,I,fadI,K00626,"Thiolase_C,Thiolase_N", Other carbon fixation pathways,Ab ATCC 19606
QXV69116.1,HTZ92_1185,2.272104706,Belongs to the thiolase family,acetyl-CoA acetyltransferase,0,944,I,fadI,K00626,"Thiolase_C,Thiolase_N", Terpenoid backbone biosynthesis,Ab ATCC 19606
QXV69116.1,HTZ92_1185,2.272104706,Belongs to the thiolase family,acetyl-CoA acetyltransferase,0,944,I,fadI,K00626,"Thiolase_C,Thiolase_N", Metabolic pathways,Ab ATCC 19606
QXV69116.1,HTZ92_1185,2.272104706,Belongs to the thiolase family,acetyl-CoA acetyltransferase,0,944,I,fadI,K00626,"Thiolase_C,Thiolase_N", Biosynthesis of secondary metabolites,Ab ATCC 19606
